1767130375.751605,4.00,0
1767130376.6359522,75.07,0
1767130377.647815,75.43,0
1767130378.655423,75.25,0
1767130379.6630201,75.25,0
1767130380.670624,75.07,0
1767130381.678216,74.89,0
1767130382.6896808,74.89,0
1767130383.6972852,74.72,0
1767130384.705052,74.54,0
1767130385.712655,74.54,0
1767130386.720222,74.54,0
1767130387.731719,74.54,0
1767130388.73933,74.36,0
1767130389.747457,74.36,0
1767130390.754424,74.36,0
1767130391.76614,74.36,0
1767130392.773777,74.36,0
1767130393.781285,74.36,0
1767130394.789121,74.18,0
1767130395.796641,74.18,0
1767130396.808131,74.18,0
1767130397.8156018,74.18,0
1767130398.823376,74.18,0
1767130399.83099,74.18,0
1767130400.8387609,74.18,0
1767130401.850184,74.00,0
1767130402.857837,74.00,0
1767130403.865618,74.18,0
1767130404.873034,74.18,0
1767130405.8806999,74.00,0
1767130406.892173,74.00,0
1767130407.8996701,74.00,0
1767130408.907636,74.00,0
1767130409.914965,74.00,0
1767130410.922684,74.00,0
1767130411.934259,73.82,0
1767130412.941887,73.82,0
1767130413.949615,73.82,0
1767130414.957197,73.82,0
1767130415.968522,73.82,0
1767130416.976429,73.82,0
1767130417.983914,73.64,0
1767130418.991652,73.64,0
1767130419.999186,73.64,0
1767130421.010386,73.64,0
1767130422.018073,73.64,0
1767130423.025677,73.64,0
1767130424.0333598,73.64,0
1767130425.0412009,73.64,0
1767130426.052393,73.64,0
1767130427.0602272,73.64,0
1767130428.068013,73.64,0
1767130429.075519,73.64,0
1767130430.083018,73.64,0
1767130431.094495,73.64,0
1767130432.102277,73.64,0
1767130433.110213,73.64,0
1767130434.11771,73.64,0
1767130435.125222,73.64,0
1767130436.136759,73.82,0
1767130437.144258,73.82,0
1767130438.152025,73.82,0
1767130439.1595972,73.82,0
1767130440.170988,73.82,0
1767130441.178507,73.82,0
1767130442.186368,73.82,0
1767130443.1939998,73.82,0
1767130444.201497,74.00,0
1767130445.212884,74.00,0
1767130446.220763,74.00,0
1767130447.228598,74.00,0
1767130448.236162,74.00,0
1767130449.243605,74.00,0
1767130450.254975,74.00,0
1767130451.262639,74.00,0
1767130452.270453,74.00,0
1767130453.278118,74.00,0
1767130454.285561,74.18,0
1767130455.2969658,74.18,0
1767130456.304747,74.18,0
1767130457.312414,74.00,0
1767130458.320234,74.00,0
1767130459.327829,74.00,0
1767130460.339,74.00,0
1767130461.346741,74.00,0
1767130462.354409,74.00,0
1767130463.361949,74.18,0
1767130464.369796,74.18,0
1767130465.3810408,74.18,0
1767130466.388586,74.18,0
1767130467.396297,74.18,0
1767130468.4039848,74.00,0
1767130469.4116101,74.00,0
1767130470.4230762,74.00,0
1767130471.430778,74.00,0
1767130472.438586,74.00,0
1767130473.446142,74.00,0
1767130474.4579358,74.00,0
1767130475.4651442,74.00,0
1767130476.4726121,74.00,0
1767130477.480294,74.00,0
1767130478.4880462,73.82,0
1767130479.499851,74.00,0
1767130480.507103,74.00,0
1767130481.514833,74.00,0
1767130482.52249,74.00,0
1767130483.5302029,73.82,0
1767130484.541697,73.82,0
1767130485.5492322,73.82,0
1767130486.556673,73.82,0
1767130487.56456,73.82,0
1767130488.572167,73.82,0
1767130489.5836911,73.82,0
1767130490.590997,73.82,0
1767130498.7458901,0,73.82
1767130499.753835,0,73.82
1767130500.761365,0,73.82
1767130501.7688909,0,73.82
1767130502.7805078,0,73.82
1767130503.788102,0,73.82
1767130504.7957919,0,73.82
1767130505.8033578,0,73.82
1767130506.810847,0,73.82
1767130507.822552,0,75.61
1767130508.8301241,0,79.60
1767130511.840579,1,82.17
1767130514.851071,1,87.01
1767130517.861464,1,82.91
1767130520.871961,1,80.33
1767130521.879586,0,78.69
1767130522.8872142,0,78.15
1767130523.894767,0,77.78
1767130524.902369,0,77.42
1767130529.9120262,0,77.06
1767130530.022639,0,76.88
1767130530.124942,0,76.52
1767130530.24711,0,76.34
1767130530.367452,0,76.16
1767130530.955998,0,75.98
1767130531.963719,0,75.79
1767130532.971179,0,75.61
1767130533.978861,0,75.43
1767130534.9863749,0,75.43
1767130535.9980328,0,75.25
1767130537.005661,0,75.25
1767130538.0132911,0,75.07
1767130539.020834,0,75.07
1767130540.032456,0,74.72
1767130541.040071,0,74.72
1767130542.0476642,0,74.54
1767130543.05514,0,74.54
1767130544.062814,0,74.54
1767130545.074429,0,74.36
1767130546.082093,0,74.36
1767130547.089706,0,74.36
1767130548.0972311,0,74.36
1767130549.104909,0,74.36
1767130550.116461,0,74.36
1767130551.124046,0,74.36
1767130552.131718,0,74.18
1767130553.139287,0,74.18
1767130554.14693,0,74.18
1767130555.158478,0,74.18
1767130556.166097,0,74.18
1767130557.17371,0,74.18
1767130558.181331,0,74.18
1767130559.19295,0,74.18
1767130560.2005398,0,74.18
1767130561.208148,0,74.18
1767130562.21575,0,74.18
1767130563.223304,0,74.00
1767130564.234946,0,74.00
1767130565.242518,0,74.00
1767130566.250178,0,74.00
1767130567.257775,0,74.00
1767130568.265148,0,74.00
1767130569.277022,0,74.00
1767130570.284561,0,74.00
1767130571.2922082,0,74.00
1767130572.299854,0,74.00
1767130573.307364,0,74.00
1767130574.318976,0,74.00
1767130575.326565,0,74.00
1767130576.334254,0,74.00
1767130577.341747,0,74.00
1767130578.349442,0,74.00
1767130579.3609579,0,74.00
